'NIM','Kode MK','Nilai Huruf','Kelas',,'Semester'
'F1B011080','ES2124','C+','NULL',,20151
'F1B011090','ES2124','E','NULL',,20151
'F1B011092','ES2124','D+','NULL',,20151
'F1B013047','ES2124','E','NULL',,20151
'F1B013078','ES2124','E','NULL',,20151
'F1B014001','ES2124','D+','NULL',,20151
'F1B014003','ES2124','B+','NULL',,20151
'F1B014005','ES2124','D','NULL',,20151
'F1B014006','ES2124','B+','NULL',,20151
'F1B014007','ES2124','E','NULL',,20151
'F1B014008','ES2124','C+','NULL',,20151
'F1B014009','ES2124','D','NULL',,20151
'F1B014011','ES2124','E','NULL',,20151
'F1B014012','ES2124','B+','NULL',,20151
'F1B014013','ES2124','A','NULL',,20151
'F1B014016','ES2124','D+','NULL',,20151
'F1B014017','ES2124','C+','NULL',,20151
'F1B014018','ES2124','C','NULL',,20151
'F1B014019','ES2124','B+','NULL',,20151
'F1B014020','ES2124','A','NULL',,20151
'F1B014021','ES2124','D+','NULL',,20151
'F1B014023','ES2124','B+','NULL',,20151
'F1B014025','ES2124','D+','NULL',,20151
'F1B014026','ES2124','C+','NULL',,20151
'F1B014028','ES2124','B','NULL',,20151
'F1B014029','ES2124','E','NULL',,20151
'F1B014030','ES2124','E','NULL',,20151
'F1B014031','ES2124','E','NULL',,20151
'F1B014034','ES2124','C','NULL',,20151
'F1B014036','ES2124','B','NULL',,20151
'F1B014038','ES2124','A','NULL',,20151
'F1B014039','ES2124','E','NULL',,20151
'F1B014040','ES2124','E','NULL',,20151
'F1B014041','ES2124','B+','NULL',,20151
'F1B014042','ES2124','D','NULL',,20151
'F1B014043','ES2124','D+','NULL',,20151
'F1B014044','ES2124','B','NULL',,20151
'F1B014045','ES2124','E','NULL',,20151
'F1B014046','ES2124','B','NULL',,20151
'F1B014047','ES2124','E','NULL',,20151
'F1B014048','ES2124','D','NULL',,20151
'F1B014049','ES2124','D+','NULL',,20151
'F1B014050','ES2124','B','NULL',,20151
'F1B014052','ES2124','D','NULL',,20151
'F1B014053','ES2124','A','NULL',,20151
'F1B014055','ES2124','C+','NULL',,20151
'F1B014056','ES2124','D+','NULL',,20151
'F1B014057','ES2124','B+','NULL',,20151
'F1B014059','ES2124','D','NULL',,20151
'F1B014060','ES2124','D','NULL',,20151
'F1B014062','ES2124','D','NULL',,20151
'F1B014063','ES2124','B','NULL',,20151
'F1B014064','ES2124','B','NULL',,20151
'F1B014065','ES2124','C','NULL',,20151
'F1B014066','ES2124','D','NULL',,20151
'F1B014068','ES2124','B+','NULL',,20151
'F1B014069','ES2124','D','NULL',,20151
'F1B014072','ES2124','D','NULL',,20151
'F1B014073','ES2124','D+','NULL',,20151
'F1B014074','ES2124','E','NULL',,20151
'F1B014075','ES2124','C','NULL',,20151
'F1B014076','ES2124','D','NULL',,20151
'F1B014078','ES2124','B','NULL',,20151
'F1B014079','ES2124','C','NULL',,20151
'F1B014080','ES2124','D+','NULL',,20151
'F1B014081','ES2124','E','NULL',,20151
'F1B014082','ES2124','D','NULL',,20151
'F1B014083','ES2124','D','NULL',,20151
'F1B014084','ES2124','A','NULL',,20151
'F1B014085','ES2124','C','NULL',,20151
'F1B014088','ES2124','E','NULL',,20151
'F1B014091','ES2124','D','NULL',,20151
'F1B014093','ES2124','C+','NULL',,20151
'F1B014094','ES2124','E','NULL',,20151
'F1B014095','ES2124','B','NULL',,20151
'F1B014096','ES2124','D+','NULL',,20151
'F1B014097','ES2124','E','NULL',,20151
'F1B014098','ES2124','D+','NULL',,20151
'F1B014099','ES2124','C','NULL',,20151
'F1B014100','ES2124','C+','NULL',,20151
'F1B014101','ES2124','D','NULL',,20151
'F1B014102','ES2124','D+','NULL',,20151
'F1B014103','ES2124','C','NULL',,20151
'F1B014104','ES2124','B+','NULL',,20151
'F1B014106','ES2124','A','NULL',,20151
'F1B014108','ES2124','E','NULL',,20151
'F1B010029','ES2120','E','NULL',,20151
'F1B012030','ES2120','B+','NULL',,20151
'F1B014001','ES2120','A','NULL',,20151
'F1B014003','ES2120','A','NULL',,20151
'F1B014005','ES2120','A','NULL',,20151
'F1B014007','ES2120','E','NULL',,20151
'F1B014009','ES2120','B+','NULL',,20151
'F1B014011','ES2120','A','NULL',,20151
'F1B014012','ES2120','A','NULL',,20151
'F1B014013','ES2120','B+','NULL',,20151
'F1B014016','ES2120','B+','NULL',,20151
'F1B014017','ES2120','B+','NULL',,20151
'F1B014019','ES2120','A','NULL',,20151
'F1B014020','ES2120','B+','NULL',,20151
'F1B014021','ES2120','B+','NULL',,20151
'F1B014023','ES2120','A','NULL',,20151
'F1B014025','ES2120','B+','NULL',,20151
'F1B014026','ES2120','B+','NULL',,20151
'F1B014027','ES2120','B+','NULL',,20151
'F1B014028','ES2120','A','NULL',,20151
'F1B014029','ES2120','E','NULL',,20151
'F1B014030','ES2120','A','NULL',,20151
'F1B014031','ES2120','B+','NULL',,20151
'F1B014034','ES2120','B+','NULL',,20151
'F1B014036','ES2120','A','NULL',,20151
'F1B014038','ES2120','A','NULL',,20151
'F1B014039','ES2120','C','NULL',,20151
'F1B014041','ES2120','A','NULL',,20151
'F1B014042','ES2120','A','NULL',,20151
'F1B014043','ES2120','A','NULL',,20151
'F1B014044','ES2120','A','NULL',,20151
'F1B014045','ES2120','C','NULL',,20151
'F1B014047','ES2120','B+','NULL',,20151
'F1B014049','ES2120','A','NULL',,20151
'F1B014050','ES2120','B+','NULL',,20151
'F1B014053','ES2120','A','NULL',,20151
'F1B014055','ES2120','B+','NULL',,20151
'F1B014056','ES2120','B','NULL',,20151
'F1B014057','ES2120','B+','NULL',,20151
'F1B014059','ES2120','B+','NULL',,20151
'F1B014060','ES2120','B+','NULL',,20151
'F1B014062','ES2120','B+','NULL',,20151
'F1B014063','ES2120','B+','NULL',,20151
'F1B014064','ES2120','B','NULL',,20151
'F1B014065','ES2120','B+','NULL',,20151
'F1B014068','ES2120','B+','NULL',,20151
'F1B014069','ES2120','B+','NULL',,20151
'F1B014070','ES2120','E','NULL',,20151
'F1B014072','ES2120','B','NULL',,20151
'F1B014073','ES2120','B','NULL',,20151
'F1B014078','ES2120','B+','NULL',,20151
'F1B014079','ES2120','B','NULL',,20151
'F1B014083','ES2120','B+','NULL',,20151
'F1B014084','ES2120','B+','NULL',,20151
'F1B014085','ES2120','A','NULL',,20151
'F1B014087','ES2120','E','NULL',,20151
'F1B014091','ES2120','A','NULL',,20151
'F1B014093','ES2120','B+','NULL',,20151
'F1B014095','ES2120','A','NULL',,20151
'F1B014096','ES2120','B+','NULL',,20151
'F1B014097','ES2120','B+','NULL',,20151
'F1B014098','ES2120','B+','NULL',,20151
'F1B014099','ES2120','B+','NULL',,20151
'F1B014100','ES2120','B+','NULL',,20151
'F1B014101','ES2120','B+','NULL',,20151
'F1B014102','ES2120','B+','NULL',,20151
'F1B014103','ES2120','A','NULL',,20151
'F1B014104','ES2120','B+','NULL',,20151
'F1B014106','ES2120','A','NULL',,20151
'F1B009059','ES2123','B','NULL',,20151
'F1B010052','ES2123','E','NULL',,20151
'F1B012006','ES2123','B','NULL',,20151
'F1B012011','ES2123','B','NULL',,20151
'F1B012026','ES2123','E','NULL',,20151
'F1B012062','ES2123','B','NULL',,20151
'F1B012067','ES2123','E','NULL',,20151
'F1B013023','ES2123','K','NULL',,20151
'F1B013078','ES2123','K','NULL',,20151
'F1B013093','ES2123','B','NULL',,20151
'F1B014001','ES2123','B','NULL',,20151
'F1B014003','ES2123','B','NULL',,20151
'F1B014005','ES2123','B','NULL',,20151
'F1B014008','ES2123','B','NULL',,20151
'F1B014009','ES2123','B','NULL',,20151
'F1B014011','ES2123','B','NULL',,20151
'F1B014012','ES2123','B','NULL',,20151
'F1B014013','ES2123','B','NULL',,20151
'F1B014016','ES2123','B','NULL',,20151
'F1B014017','ES2123','B','NULL',,20151
'F1B014018','ES2123','B','NULL',,20151
'F1B014019','ES2123','B','NULL',,20151
'F1B014020','ES2123','B+','NULL',,20151
'F1B014021','ES2123','B','NULL',,20151
'F1B014023','ES2123','B','NULL',,20151
'F1B014025','ES2123','B','NULL',,20151
'F1B014026','ES2123','B+','NULL',,20151
'F1B014027','ES2123','B','NULL',,20151
'F1B014028','ES2123','B','NULL',,20151
'F1B014030','ES2123','B','NULL',,20151
'F1B014031','ES2123','B','NULL',,20151
'F1B014034','ES2123','B','NULL',,20151
'F1B014036','ES2123','B','NULL',,20151
'F1B014038','ES2123','B','NULL',,20151
'F1B014039','ES2123','B','NULL',,20151
'F1B014041','ES2123','B','NULL',,20151
'F1B014042','ES2123','B','NULL',,20151
'F1B014044','ES2123','B','NULL',,20151
'F1B014047','ES2123','B','NULL',,20151
'F1B014049','ES2123','B','NULL',,20151
'F1B014050','ES2123','B','NULL',,20151
'F1B014052','ES2123','B','NULL',,20151
'F1B014053','ES2123','B+','NULL',,20151
'F1B014055','ES2123','B','NULL',,20151
'F1B014056','ES2123','B','NULL',,20151
'F1B014057','ES2123','B','NULL',,20151
'F1B014059','ES2123','B','NULL',,20151
'F1B014060','ES2123','B','NULL',,20151
'F1B014062','ES2123','B','NULL',,20151
'F1B014063','ES2123','B','NULL',,20151
'F1B014064','ES2123','B','NULL',,20151
'F1B014065','ES2123','B','NULL',,20151
'F1B014068','ES2123','B','NULL',,20151
'F1B014070','ES2123','K','NULL',,20151
'F1B014072','ES2123','B','NULL',,20151
'F1B014073','ES2123','B','NULL',,20151
'F1B014075','ES2123','C+','NULL',,20151
'F1B014076','ES2123','B','NULL',,20151
'F1B014078','ES2123','B','NULL',,20151
'F1B014079','ES2123','E','NULL',,20151
'F1B014080','ES2123','B','NULL',,20151
'F1B014081','ES2123','E','NULL',,20151
'F1B014082','ES2123','B','NULL',,20151
'F1B014084','ES2123','B','NULL',,20151
'F1B014085','ES2123','B+','NULL',,20151
'F1B014087','ES2123','K','NULL',,20151
'F1B014091','ES2123','B','NULL',,20151
'F1B014092','ES2123','K','NULL',,20151
'F1B014093','ES2123','E','NULL',,20151
'F1B014094','ES2123','K','NULL',,20151
'F1B014095','ES2123','B','NULL',,20151
'F1B014096','ES2123','B','NULL',,20151
'F1B014098','ES2123','B','NULL',,20151
'F1B014099','ES2123','B','NULL',,20151
'F1B014100','ES2123','B','NULL',,20151
'F1B014102','ES2123','B+','NULL',,20151
'F1B014103','ES2123','B','NULL',,20151
'F1B014104','ES2123','B','NULL',,20151
'F1B014106','ES2123','B','NULL',,20151
'F1B014108','ES2123','K','NULL',,20151
'F1B212090','ES2123','K','NULL',,20151
'F1B009043','ES2119','C','A',,20151
'F1B010005','ES2119','C','B',,20151
'F1B010035','ES2119','C+','A',,20151
'F1B010042','ES2119','C','B',,20151
'F1B010046','ES2119','A','B',,20151
'F1B010051','ES2119','B+','B',,20151
'F1B010055','ES2119','A','B',,20151
'F1B010074','ES2119','B+','B',,20151
'F1B010081','ES2119','C','A',,20151
'F1B011016','ES2119','A','B',,20151
'F1B011027','ES2119','B','A',,20151
'F1B011041','ES2119','C','A',,20151
'F1B012005','ES2119','B','A',,20151
'F1B012006','ES2119','C+','B',,20151
'F1B012009','ES2119','B','A',,20151
'F1B012025','ES2119','B','A',,20151
'F1B012047','ES2119','C+','A',,20151
'F1B012062','ES2119','B+','B',,20151
'F1B012070','ES2119','A','B',,20151
'F1B012072','ES2119','C','B',,20151
'F1B012079','ES2119','C','A',,20151
'F1B012085','ES2119','C+','A',,20151
'F1B012097','ES2119','A','B',,20151
'F1B013003','ES2119','B','A',,20151
'F1B013015','ES2119','B','A',,20151
'F1B013017','ES2119','E','A',,20151
'F1B013041','ES2119','C','B',,20151
'F1B013043','ES2119','B','B',,20151
'F1B013067','ES2119','B','B',,20151
'F1B013078','ES2119','K','B',,20151
'F1B014001','ES2119','B','A',,20151
'F1B014003','ES2119','B','A',,20151
'F1B014005','ES2119','D+','A',,20151
'F1B014006','ES2119','C+','B',,20151
'F1B014007','ES2119','E','A',,20151
'F1B014008','ES2119','A','B',,20151
'F1B014009','ES2119','D+','A',,20151
'F1B014011','ES2119','C+','A',,20151
'F1B014012','ES2119','A','B',,20151
'F1B014013','ES2119','B','A',,20151
'F1B014016','ES2119','C','B',,20151
'F1B014017','ES2119','C','A',,20151
'F1B014018','ES2119','C','B',,20151
'F1B014019','ES2119','B','A',,20151
'F1B014020','ES2119','B','B',,20151
'F1B014021','ES2119','C','A',,20151
'F1B014023','ES2119','C+','A',,20151
'F1B014025','ES2119','B','A',,20151
'F1B014026','ES2119','D','B',,20151
'F1B014027','ES2119','D+','A',,20151
'F1B014031','ES2119','C','A',,20151
'F1B014034','ES2119','D+','B',,20151
'F1B014036','ES2119','C+','B',,20151
'F1B014038','ES2119','B+','B',,20151
'F1B014039','ES2119','C','A',,20151
'F1B014041','ES2119','A','A',,20151
'F1B014042','ES2119','D+','B',,20151
'F1B014043','ES2119','B','A',,20151
'F1B014044','ES2119','A','B',,20151
'F1B014045','ES2119','B','A',,20151
'F1B014047','ES2119','D','A',,20151
'F1B014048','ES2119','E','B',,20151
'F1B014049','ES2119','C+','A',,20151
'F1B014050','ES2119','D','B',,20151
'F1B014052','ES2119','E','B',,20151
'F1B014053','ES2119','B','A',,20151
'F1B014055','ES2119','B','A',,20151
'F1B014056','ES2119','B+','B',,20151
'F1B014057','ES2119','B','A',,20151
'F1B014059','ES2119','B','A',,20151
'F1B014060','ES2119','D+','B',,20151
'F1B014061','ES2119','D+','A',,20151
'F1B014063','ES2119','B','A',,20151
'F1B014064','ES2119','B+','B',,20151
'F1B014065','ES2119','B','A',,20151
'F1B014066','ES2119','B+','B',,20151
'F1B014068','ES2119','D','B',,20151
'F1B014069','ES2119','D','A',,20151
'F1B014070','ES2119','E','B',,20151
'F1B014072','ES2119','D','B',,20151
'F1B014073','ES2119','C','A',,20151
'F1B014074','ES2119','E','B',,20151
'F1B014075','ES2119','C+','A',,20151
'F1B014076','ES2119','E','B',,20151
'F1B014078','ES2119','C+','B',,20151
'F1B014079','ES2119','D+','A',,20151
'F1B014080','ES2119','D','B',,20151
'F1B014081','ES2119','E','A',,20151
'F1B014083','ES2119','E','A',,20151
'F1B014084','ES2119','B+','B',,20151
'F1B014085','ES2119','B+','A',,20151
'F1B014087','ES2119','E','A',,20151
'F1B014088','ES2119','C','B',,20151
'F1B014091','ES2119','C+','A',,20151
'F1B014092','ES2119','K','B',,20151
'F1B014094','ES2119','E','B',,20151
'F1B014095','ES2119','B','A',,20151
'F1B014096','ES2119','E','B',,20151
'F1B014097','ES2119','D+','A',,20151
'F1B014098','ES2119','C','B',,20151
'F1B014099','ES2119','C+','A',,20151
'F1B014100','ES2119','C+','B',,20151
'F1B014101','ES2119','D+','A',,20151
'F1B014102','ES2119','C','B',,20151
'F1B014103','ES2119','B+','A',,20151
'F1B014104','ES2119','C+','B',,20151
'F1B014106','ES2119','B','B',,20151
'F1B014107','ES2119','E','A',,20151
'F1B014108','ES2119','E','B',,20151
'F1B211083','ES2119','B','A',,20151
'F1B212008','ES2119','E','B',,20151
'F1B212027','ES2119','C+','A',,20151
'F1B009059','ES3140','C+','NULL',,20151
'F1B010055','ES3140','B','NULL',,20151
'F1B011009','ES3140','C+','NULL',,20151
'F1B011013','ES3140','E','NULL',,20151
'F1B011019','ES3140','K','NULL',,20151
'F1B011091','ES3140','C+','NULL',,20151
'F1B011096','ES3140','B','NULL',,20151
'F1B012005','ES3140','B','NULL',,20151
'F1B012019','ES3140','B','NULL',,20151
'F1B012050','ES3140','B','NULL',,20151
'F1B013001','ES3140','B','NULL',,20151
'F1B013002','ES3140','B','NULL',,20151
'F1B013003','ES3140','B+','NULL',,20151
'F1B013004','ES3140','B','NULL',,20151
'F1B013005','ES3140','B+','NULL',,20151
'F1B013007','ES3140','B+','NULL',,20151
'F1B013012','ES3140','B','NULL',,20151
'F1B013017','ES3140','C+','NULL',,20151
'F1B013021','ES3140','B+','NULL',,20151
'F1B013027','ES3140','B','NULL',,20151
'F1B013028','ES3140','B','NULL',,20151
'F1B013029','ES3140','B','NULL',,20151
'F1B013030','ES3140','B','NULL',,20151
'F1B013031','ES3140','B','NULL',,20151
'F1B013035','ES3140','B','NULL',,20151
'F1B013036','ES3140','B+','NULL',,20151
'F1B013037','ES3140','B','NULL',,20151
'F1B013038','ES3140','B','NULL',,20151
'F1B013040','ES3140','B','NULL',,20151
'F1B013041','ES3140','B','NULL',,20151
'F1B013042','ES3140','B','NULL',,20151
'F1B013043','ES3140','B','NULL',,20151
'F1B013045','ES3140','B','NULL',,20151
'F1B013047','ES3140','B','NULL',,20151
'F1B013051','ES3140','B+','NULL',,20151
'F1B013052','ES3140','B','NULL',,20151
'F1B013054','ES3140','B','NULL',,20151
'F1B013055','ES3140','B','NULL',,20151
'F1B013057','ES3140','B','NULL',,20151
'F1B013058','ES3140','B','NULL',,20151
'F1B013059','ES3140','B','NULL',,20151
'F1B013061','ES3140','B','NULL',,20151
'F1B013063','ES3140','B','NULL',,20151
'F1B013064','ES3140','B','NULL',,20151
'F1B013066','ES3140','B','NULL',,20151
'F1B013067','ES3140','B','NULL',,20151
'F1B013068','ES3140','B','NULL',,20151
'F1B013070','ES3140','B','NULL',,20151
'F1B013071','ES3140','B','NULL',,20151
'F1B013074','ES3140','B+','NULL',,20151
'F1B013075','ES3140','B','NULL',,20151
'F1B013076','ES3140','B+','NULL',,20151
'F1B013077','ES3140','B','NULL',,20151
'F1B013080','ES3140','B','NULL',,20151
'F1B013083','ES3140','B','NULL',,20151
'F1B013084','ES3140','C+','NULL',,20151
'F1B013085','ES3140','B','NULL',,20151
'F1B013086','ES3140','B','NULL',,20151
'F1B013087','ES3140','B+','NULL',,20151
'F1B013088','ES3140','B+','NULL',,20151
'F1B013089','ES3140','B','NULL',,20151
'F1B013090','ES3140','B','NULL',,20151
'F1B013091','ES3140','B','NULL',,20151
'F1B013092','ES3140','B','NULL',,20151
'F1B013096','ES3140','B+','NULL',,20151
'F1B013097','ES3140','B+','NULL',,20151
'F1B212084','ES3140','B','NULL',,20151
'F1B009059','ES3139','B','NULL',,20151
'F1B010032','ES3139','D+','NULL',,20151
'F1B010046','ES3139','C','NULL',,20151
'F1B012005','ES3139','B+','NULL',,20151
'F1B012020','ES3139','C+','NULL',,20151
'F1B012050','ES3139','B','NULL',,20151
'F1B012097','ES3139','B+','NULL',,20151
'F1B013001','ES3139','B','NULL',,20151
'F1B013002','ES3139','C','NULL',,20151
'F1B013003','ES3139','B+','NULL',,20151
'F1B013004','ES3139','B+','NULL',,20151
'F1B013005','ES3139','B','NULL',,20151
'F1B013007','ES3139','B+','NULL',,20151
'F1B013010','ES3139','B','NULL',,20151
'F1B013012','ES3139','C','NULL',,20151
'F1B013015','ES3139','B','NULL',,20151
'F1B013017','ES3139','B+','NULL',,20151
'F1B013021','ES3139','B','NULL',,20151
'F1B013027','ES3139','B+','NULL',,20151
'F1B013028','ES3139','B','NULL',,20151
'F1B013029','ES3139','B+','NULL',,20151
'F1B013030','ES3139','D','NULL',,20151
'F1B013031','ES3139','B','NULL',,20151
'F1B013032','ES3139','D+','NULL',,20151
'F1B013035','ES3139','A','NULL',,20151
'F1B013036','ES3139','C+','NULL',,20151
'F1B013037','ES3139','B+','NULL',,20151
'F1B013038','ES3139','C+','NULL',,20151
'F1B013040','ES3139','A','NULL',,20151
'F1B013041','ES3139','A','NULL',,20151
'F1B013042','ES3139','B','NULL',,20151
'F1B013043','ES3139','B+','NULL',,20151
'F1B013045','ES3139','B+','NULL',,20151
'F1B013049','ES3139','B','NULL',,20151
'F1B013051','ES3139','B+','NULL',,20151
'F1B013052','ES3139','C+','NULL',,20151
'F1B013054','ES3139','C','NULL',,20151
'F1B013055','ES3139','B+','NULL',,20151
'F1B013057','ES3139','B+','NULL',,20151
'F1B013058','ES3139','C','NULL',,20151
'F1B013059','ES3139','B+','NULL',,20151
'F1B013060','ES3139','E','NULL',,20151
'F1B013061','ES3139','B','NULL',,20151
'F1B013063','ES3139','A','NULL',,20151
'F1B013064','ES3139','D+','NULL',,20151
'F1B013066','ES3139','B+','NULL',,20151
'F1B013067','ES3139','B+','NULL',,20151
'F1B013068','ES3139','D+','NULL',,20151
'F1B013070','ES3139','D+','NULL',,20151
'F1B013071','ES3139','A','NULL',,20151
'F1B013074','ES3139','B','NULL',,20151
'F1B013075','ES3139','B+','NULL',,20151
'F1B013076','ES3139','B','NULL',,20151
'F1B013077','ES3139','B+','NULL',,20151
'F1B013080','ES3139','C','NULL',,20151
'F1B013082','ES3139','C','NULL',,20151
'F1B013083','ES3139','B+','NULL',,20151
'F1B013084','ES3139','C','NULL',,20151
'F1B013085','ES3139','B+','NULL',,20151
'F1B013086','ES3139','B','NULL',,20151
'F1B013087','ES3139','A','NULL',,20151
'F1B013088','ES3139','A','NULL',,20151
'F1B013089','ES3139','B+','NULL',,20151
'F1B013090','ES3139','D+','NULL',,20151
'F1B013091','ES3139','B+','NULL',,20151
'F1B013092','ES3139','C+','NULL',,20151
'F1B013096','ES3139','C+','NULL',,20151
'F1B013097','ES3139','A','NULL',,20151
'F1B211024','ES3139','B','NULL',,20151
'F1B212008','ES3139','D+','NULL',,20151
'F1B212084','ES3139','C','NULL',,20151
'F1B009043','ES3138','E','NULL',,20151
'F1B010052','ES3138','B','NULL',,20151
'F1B011027','ES3138','A','NULL',,20151
'F1B011035','ES3138','A','NULL',,20151
'F1B011071','ES3138','A','NULL',,20151
'F1B011097','ES3138','A','NULL',,20151
'F1B012007','ES3138','A','NULL',,20151
'F1B012014','ES3138','E','NULL',,20151
'F1B012062','ES3138','A','NULL',,20151
'F1B012083','ES3138','A','NULL',,20151
'F1B013002','ES3138','D+','NULL',,20151
'F1B013003','ES3138','A','NULL',,20151
'F1B013004','ES3138','A','NULL',,20151
'F1B013007','ES3138','A','NULL',,20151
'F1B013012','ES3138','E','NULL',,20151
'F1B013015','ES3138','A','NULL',,20151
'F1B013021','ES3138','A','NULL',,20151
'F1B013027','ES3138','A','NULL',,20151
'F1B013028','ES3138','B+','NULL',,20151
'F1B013030','ES3138','D+','NULL',,20151
'F1B013032','ES3138','B','NULL',,20151
'F1B013035','ES3138','A','NULL',,20151
'F1B013036','ES3138','B','NULL',,20151
'F1B013041','ES3138','A','NULL',,20151
'F1B013042','ES3138','A','NULL',,20151
'F1B013047','ES3138','A','NULL',,20151
'F1B013049','ES3138','A','NULL',,20151
'F1B013054','ES3138','B+','NULL',,20151
'F1B013057','ES3138','A','NULL',,20151
'F1B013058','ES3138','B+','NULL',,20151
'F1B013061','ES3138','A','NULL',,20151
'F1B013064','ES3138','C+','NULL',,20151
'F1B013067','ES3138','A','NULL',,20151
'F1B013068','ES3138','A','NULL',,20151
'F1B013070','ES3138','B+','NULL',,20151
'F1B013076','ES3138','A','NULL',,20151
'F1B013077','ES3138','A','NULL',,20151
'F1B013080','ES3138','B','NULL',,20151
'F1B013082','ES3138','B+','NULL',,20151
'F1B013083','ES3138','A','NULL',,20151
'F1B013084','ES3138','B+','NULL',,20151
'F1B013085','ES3138','A','NULL',,20151
'F1B013089','ES3138','A','NULL',,20151
'F1B013090','ES3138','A','NULL',,20151
'F1B013091','ES3138','A','NULL',,20151
'F1B013096','ES3138','A','NULL',,20151
'F1B013097','ES3138','A','NULL',,20151
'F1B211083','ES3138','A','NULL',,20151
'F1B010006','ES3137','C','NULL',,20151
'F1B010042','ES3137','B','NULL',,20151
'F1B010074','ES3137','B+','NULL',,20151
'F1B010081','ES3137','C','NULL',,20151
'F1B011006','ES3137','C','NULL',,20151
'F1B011009','ES3137','C+','NULL',,20151
'F1B011012','ES3137','B','NULL',,20151
'F1B011016','ES3137','A','NULL',,20151
'F1B011025','ES3137','B','NULL',,20151
'F1B011047','ES3137','C','NULL',,20151
'F1B011051','ES3137','B+','NULL',,20151
'F1B011079','ES3137','B+','NULL',,20151
'F1B011084','ES3137','C','NULL',,20151
'F1B011097','ES3137','C','NULL',,20151
'F1B012030','ES3137','C+','NULL',,20151
'F1B013002','ES3137','D','NULL',,20151
'F1B013030','ES3137','D+','NULL',,20151
'F1B013032','ES3137','C','NULL',,20151
'F1B013047','ES3137','D+','NULL',,20151
'F1B013052','ES3137','C','NULL',,20151
'F1B013054','ES3137','B','NULL',,20151
'F1B013068','ES3137','C+','NULL',,20151
'F1B013070','ES3137','C','NULL',,20151
'F1B013089','ES3137','B','NULL',,20151
'F1B013090','ES3137','C+','NULL',,20151
'F1B013091','ES3137','C+','NULL',,20151
'F1B014003','ES3137','B+','NULL',,20151
'F1B014005','ES3137','C','NULL',,20151
'F1B014008','ES3137','C+','NULL',,20151
'F1B014009','ES3137','C+','NULL',,20151
'F1B014011','ES3137','C+','NULL',,20151
'F1B014012','ES3137','B+','NULL',,20151
'F1B014013','ES3137','B','NULL',,20151
'F1B014017','ES3137','B','NULL',,20151
'F1B014018','ES3137','D+','NULL',,20151
'F1B014023','ES3137','B+','NULL',,20151
'F1B014026','ES3137','B+','NULL',,20151
'F1B014031','ES3137','B','NULL',,20151
'F1B014036','ES3137','C','NULL',,20151
'F1B014038','ES3137','B+','NULL',,20151
'F1B014041','ES3137','B+','NULL',,20151
'F1B014044','ES3137','A','NULL',,20151
'F1B014053','ES3137','C+','NULL',,20151
'F1B014057','ES3137','C','NULL',,20151
'F1B014059','ES3137','B','NULL',,20151
'F1B014064','ES3137','C+','NULL',,20151
'F1B014068','ES3137','B+','NULL',,20151
'F1B014074','ES3137','C','NULL',,20151
'F1B014075','ES3137','B','NULL',,20151
'F1B014076','ES3137','B','NULL',,20151
'F1B014078','ES3137','A','NULL',,20151
'F1B014081','ES3137','K','NULL',,20151
'F1B014084','ES3137','B','NULL',,20151
'F1B014085','ES3137','A','NULL',,20151
'F1B014091','ES3137','B+','NULL',,20151
'F1B014095','ES3137','C+','NULL',,20151
'F1B014097','ES3137','A','NULL',,20151
'F1B014100','ES3137','B','NULL',,20151
'F1B014101','ES3137','B+','NULL',,20151
'F1B014102','ES3137','B','NULL',,20151
'F1B014103','ES3137','A','NULL',,20151
'F1B014104','ES3137','B+','NULL',,20151
'F1B014106','ES3137','C','NULL',,20151
'F1B008030','ES4143','K','NULL',,20151
'F1B008075','ES4143','A','NULL',,20151
'F1B009085','ES4143','K','NULL',,20151
'F1B010003','ES4143','K','NULL',,20151
'F1B010012','ES4143','K','NULL',,20151
'F1B010018','ES4143','K','NULL',,20151
'F1B010029','ES4143','A','NULL',,20151
'F1B010048','ES4143','K','NULL',,20151
'F1B010055','ES4143','K','NULL',,20151
'F1B010071','ES4143','K','NULL',,20151
'F1B010074','ES4143','K','NULL',,20151
'F1B010092','ES4143','B+','NULL',,20151
'F1B011001','ES4143','K','NULL',,20151
'F1B011018','ES4143','A','NULL',,20151
'F1B011023','ES4143','A','NULL',,20151
'F1B011028','ES4143','B','NULL',,20151
'F1B011051','ES4143','K','NULL',,20151
'F1B011071','ES4143','A','NULL',,20151
'F1B011088','ES4143','B+','NULL',,20151
'F1B011090','ES4143','A','NULL',,20151
'F1B011095','ES4143','K','NULL',,20151
'F1B011097','ES4143','B','NULL',,20151
'F1B012001','ES4143','A','NULL',,20151
'F1B012011','ES4143','A','NULL',,20151
'F1B012012','ES4143','A','NULL',,20151
'F1B012019','ES4143','A','NULL',,20151
'F1B012020','ES4143','K','NULL',,20151
'F1B012024','ES4143','A','NULL',,20151
'F1B012035','ES4143','A','NULL',,20151
'F1B012046','ES4143','A','NULL',,20151
'F1B012055','ES4143','B','NULL',,20151
'F1B012072','ES4143','A','NULL',,20151
'F1B012074','ES4143','B+','NULL',,20151
'F1B012075','ES4143','A','NULL',,20151
'F1B012076','ES4143','A','NULL',,20151
'F1B012082','ES4143','A','NULL',,20151
'F1B012087','ES4143','A','NULL',,20151
'F1B012087','ES4142','A','NULL',,20151
'F1B013054','ES4142','A','NULL',,20151
