'F1B013001','aktif','NULL'
'F1B013002','aktif','NULL'
'F1B013003','aktif','NULL'
'F1B013004','aktif','NULL'
'F1B013005','aktif','NULL'
'F1B013006','aktif','NULL'
'F1B013007','aktif','NULL'
'F1B013009','aktif','NULL'
'F1B013010','aktif','NULL'
'F1B013011','aktif','NULL'
'F1B013012','aktif','NULL'
'F1B013013','aktif','NULL'
'F1B013014','aktif','NULL'
'F1B013015','aktif','NULL'
'F1B013016','aktif','NULL'
'F1B013017','aktif','NULL'
'F1B013018','aktif','NULL'
'F1B013019','aktif','NULL'
'F1B013020','aktif','NULL'
'F1B013021','aktif','NULL'
'F1B013022','aktif','NULL'
'F1B013023','aktif','NULL'
'F1B013024','aktif','NULL'
'F1B013025','aktif','NULL'
'F1B013026','aktif','NULL'
'F1B013027','aktif','NULL'
'F1B013028','aktif','NULL'
'F1B013029','aktif','NULL'
'F1B013030','aktif','NULL'
'F1B013031','aktif','NULL'
'F1B013032','aktif','NULL'
'F1B013033','aktif','NULL'
'F1B013034','aktif','NULL'
'F1B013035','aktif','NULL'
'F1B013036','aktif','NULL'
'F1B013037','aktif','NULL'
'F1B013038','aktif','NULL'
'F1B013039','aktif','NULL'
'F1B013040','aktif','NULL'
'F1B013041','aktif','NULL'
'F1B013042','aktif','NULL'
'F1B013043','aktif','NULL'
'F1B013044','aktif','NULL'
'F1B013045','aktif','NULL'
'F1B013046','aktif','NULL'
'F1B013047','aktif','NULL'
'F1B013048','aktif','NULL'
'F1B013049','aktif','NULL'
'F1B013050','aktif','NULL'
'F1B013051','aktif','NULL'
'F1B013052','aktif','NULL'
'F1B013053','aktif','NULL'
'F1B013054','aktif','NULL'
'F1B013055','aktif','NULL'
'F1B013056','aktif','NULL'
'F1B013057','aktif','NULL'
'F1B013058','aktif','NULL'
'F1B013059','aktif','NULL'
'F1B013060','aktif','NULL'
'F1B013061','aktif','NULL'
'F1B013062','aktif','NULL'
'F1B013063','aktif','NULL'
'F1B013064','aktif','NULL'
'F1B013065','aktif','NULL'
'F1B013066','aktif','NULL'
'F1B013067','aktif','NULL'
'F1B013068','aktif','NULL'
'F1B013069','aktif','NULL'
'F1B013070','aktif','NULL'
'F1B013071','aktif','NULL'
'F1B013072','aktif','NULL'
'F1B013073','aktif','NULL'
'F1B013074','aktif','NULL'
'F1B013075','aktif','NULL'
'F1B013076','aktif','NULL'
'F1B013077','aktif','NULL'
'F1B013078','aktif','NULL'
'F1B013079','aktif','NULL'
'F1B013080','aktif','NULL'
'F1B013081','aktif','NULL'
'F1B013082','aktif','NULL'
'F1B013083','aktif','NULL'
'F1B013084','aktif','NULL'
'F1B013085','aktif','NULL'
'F1B013086','aktif','NULL'
'F1B013087','aktif','NULL'
'F1B013088','aktif','NULL'
'F1B013089','aktif','NULL'
'F1B013090','aktif','NULL'
'F1B013091','aktif','NULL'
'F1B013092','aktif','NULL'
'F1B013093','aktif','NULL'
'F1B013094','aktif','NULL'
'F1B013095','aktif','NULL'
'F1B013096','aktif','NULL'
'F1B013097','aktif','NULL'
'F1B013098','aktif','NULL'
'F1B113001','aktif','NULL'
'F1B113002','aktif','NULL'
'F1B113003','aktif','NULL'
'F1B113004','aktif','NULL'
'F1B113005','aktif','NULL'
'F1B113006','aktif','NULL'
'F1B113007','aktif','NULL'
'F1B113008','aktif','NULL'
'F1B113009','aktif','NULL'
'F1B113010','aktif','NULL'
'F1B113011','aktif','NULL'
'F1B113012','aktif','NULL'
'F1B113013','aktif','NULL'
'F1B113014','aktif','NULL'
'F1B113015','aktif','NULL'
'F1B113016','aktif','NULL'
'F1B113017','aktif','NULL'
'F1B113018','aktif','NULL'
'F1B113019','aktif','NULL'
'F1B113020','aktif','NULL'
'F1B113021','aktif','NULL'
'F1B113022','aktif','NULL'
'F1B113023','aktif','NULL'
'F1B113024','aktif','NULL'
'F1B113025','aktif','NULL'
'F1B113026','aktif','NULL'
'F1B113027','aktif','NULL'
'F1B113028','aktif','NULL'
'F1B113029','aktif','NULL'
'F1B113030','aktif','NULL'
'F1B113031','aktif','NULL'
'F1B113032','aktif','NULL'
'F1B113033','aktif','NULL'
'F1B113034','aktif','NULL'
'F1B113035','aktif','NULL'
'F1B113036','aktif','NULL'
'F1B113037','aktif','NULL'
'F1B113038','aktif','NULL'
'F1B113039','aktif','NULL'
'F1B113040','aktif','NULL'
